,0
0,1000000.0
1,1001238.319921211
2,1002804.4295334656
3,1002578.6559760657
4,998471.3832878721
5,1003423.8257738908
6,999491.4928966362
7,991529.0432713939
8,980102.2039280949
9,987760.4968465028
10,980053.978546253
11,981063.39656434
12,963915.3419705168
13,953657.3182651304
14,964390.5432102298
15,970298.7493690283
16,973741.0576374248
17,983319.1775162049
18,991221.9575762482
19,992105.733148446
20,990864.61779139
21,1002827.6108678746
22,1009575.3142414665
23,1002288.9414757318
24,1012110.6998907011
25,1013191.2980852275
26,1012638.4303128443
27,1014883.1779894341
28,1007385.3759848012
29,1000348.7558174193
30,997266.6302327211
31,988094.0645095407
32,999241.0532013782
33,981999.213135739
34,985715.5023714761
35,992497.1957135143
36,998493.2296798228
37,992368.02241723
38,986066.9337943573
39,989191.8095420278
40,977052.7613882477
41,991148.7523146904
42,976695.2598387043
43,978598.1878017328
44,988426.4102569013
45,984425.4835879068
46,1005184.4033751375
47,990230.8879298973
48,1005219.9663204171
49,1010607.322022678
50,1000738.1452271218
51,1014999.9816970613
52,1007441.7007870936
53,999408.3413897941
54,996292.7838030843
55,1019325.0535588956
56,1016534.8741570096
57,1026176.6990445843
58,1027499.7499744417
59,1026654.2618557567
60,1019761.3969974235
61,1026005.4799602154
62,1029208.8226408578
63,1025893.9561538893
64,1031330.3902642603
65,1023926.9756385922
66,1049436.456466893
67,1033767.5238510093
68,1002847.9318121877
69,1008078.2655569976
70,1011676.128486077
71,1010942.0986685357
72,1014371.8607140143
73,1010088.3211414119
74,1011810.5013633074
75,1012272.8470020948
76,1019143.094873376
77,1019100.5939085336
78,1030484.1498908809
79,1025829.1060643313
80,1029813.4073380121
81,1028789.1498593232
82,1036407.533231454
83,1033509.4922086095
84,1041522.6798646195
85,1042970.3290873634
86,1040613.7411205852
87,1041992.5790757067
88,1054560.6335279327
89,1043451.8554370104
90,1040198.9408202647
91,1035568.4175277853
92,1030043.5955789004
93,1023826.4083281471
94,1005819.6369748471
95,999520.5345869699
96,989292.2361198632
97,993145.6493781443
98,982767.2964817551
99,977677.6202642554
100,951299.3565634887
101,956039.6171968398
102,944170.7035187689
103,947312.6114204605
104,942060.4637150425
105,938625.668761888
