,0
0,-11052.644270522636
1,-4771.83885784843
2,1081.5819992554607
3,9151.239306579693
4,-4292.778180957306
5,-1334.6485932257492
6,3390.632549215923
7,11727.143051695079
8,-957.3001088792225
9,3011.425069382298
10,-2856.36411026679
11,1639.4986940309172
12,3416.4652539564995
13,-473.78232131758705
14,16.75947013485711
15,-10645.464544834686
16,7564.598643911653
17,1080.2382502390537
18,-4890.805879363441
19,-278.096654679277
20,-1141.947351508541
21,2716.3252869016724
22,-4543.904714122764
23,-2388.021500043571
24,-3952.5740832829615
25,1221.622532823123
26,11046.252020575223
27,-1805.2714810502948
28,-7647.984388020588
29,-3970.5538218779257
30,4693.664299097378
31,1222.3372511472553
32,12952.674275865662
33,-5144.128871451598
34,5262.29348366498
35,1128.245505226776
36,-5643.9457947170595
37,366.52267790411133
38,-1457.6885682509746
39,-15757.889352523838
40,5060.063843570184
41,4283.380572773633
42,437.5127594334772
43,-289.6931655330118
44,-2067.53428544919
45,-2707.5110952117248
46,-10606.908219456207
47,1784.3791069665458
48,10909.30289018096
49,11436.302502411301
50,2701.161771012121
51,999.0177730654832
52,6646.631114066462
53,2842.756729900837
54,-2858.9257621797733
55,-1805.4566653911024
56,-7490.4145445053
57,-1252.2887017779285
58,-10972.294328848715
59,-9216.295191273442
60,6458.661509678466
61,1239.199843615992
