,0
0,835084.9800486129
1,836747.9191586147
2,839551.0226333422
3,838942.9889926008
4,838759.5756910124
5,839990.6851581133
6,848054.36553561
7,846799.4654791112
8,840364.1330677653
9,841514.2514159646
10,846990.7100715105
11,854280.6438111159
12,853176.126369001
13,854452.9773675166
14,850268.4415522821
15,848816.1857761282
16,846068.2912034049
17,839544.81781168
18,843707.1832115686
19,846985.6069449057
20,844076.5319592018
21,841264.6715509973
22,836177.8119686387
23,830212.5102897364
24,829346.2823307576
25,830319.6491027217
26,827100.4243825516
27,833849.578297191
28,833151.9205218661
29,835123.9287427239
30,833447.2551276996
31,834960.6430043685
32,846284.2661521736
33,839969.0707299395
34,845623.5532191666
35,846540.7921817341
36,845859.1043133741
37,847859.9959133741
38,854026.7515658931
39,850089.0915444153
40,852263.8343162601
41,849871.7220809738
42,853332.0709201795
43,858196.6419527101
44,863430.3800553496
45,856177.2257288954
46,858940.8409595882
47,859011.6816487107
48,862405.3159092503
49,857045.7529266131
50,857975.2357102338
51,848685.9390344872
52,843771.7990566959
53,840792.9580099301
54,840585.5730366557
55,834161.875400837
56,836839.1183299788
57,835373.1841299788
58,844445.4189423654
59,849166.1551159282
60,845332.8359895371
61,838749.1185973608
62,837588.7449978256
