,0
0,-4372.601023682393
1,-626.4768806309439
2,23010.918069054605
3,824.1546707942616
4,1627.3664019280113
5,-437.6574336255435
6,-1457.025040055858
7,-591.0577278647106
8,-3448.571964193601
9,-6149.7415319767315
10,23371.644127553795
11,-4693.786818546243
12,-5377.454690868501
13,5256.280270665884
14,-81.69448618288152
15,-8072.449073549826
16,-744.313283880474
17,-7433.4016303326935
18,2775.1319250857923
19,-6974.804877484217
20,-4414.94633309613
21,-1523.6088932042476
22,-8644.463437731145
23,-5771.005099049304
24,-6665.799988624407
25,-756.9054449114483
26,6069.465495471144
27,7866.433945201803
28,985.6084928652272
29,-601.1058382070623
30,-12707.105659288121
31,10752.969138294226
32,-17070.208935056813
33,8039.099669754272
34,-2361.5103500578552
35,-4033.8855335286353
36,-19593.785254057962
37,-7786.487528429832
38,-1014.2372799634468
39,9043.380770091433
40,-11806.645478608087
41,10677.417156084673
42,-15201.494768692646
43,-17987.62262790231
44,-13164.962051615817
45,11972.733874301193
46,-1272.195869079791
47,-7101.821304216748
48,9898.980319873663
49,7368.1447896012105
50,17896.077865467174
51,-4255.3781813888345
52,10209.621035018004
53,1801.8907949961722
54,-6486.393217261881
55,15346.475793828722
56,1472.1076175312046
57,6592.333019208396
58,11437.265035066288
59,-8346.659556135535
60,-1457.8794324286282
61,-2309.011279938277
