,0
0,-2009.3190563647076
1,-10761.817078240681
2,-9000.748111920198
3,-145.6587921883911
4,10262.585340873804
5,392.16018694406375
6,-660.0613675317727
7,3851.296214546077
8,1969.723701240262
9,-2915.9606959114317
10,10246.321941493545
11,1952.0894058430567
12,20281.99427914666
13,8968.53226356092
14,1478.2180625747424
15,-2176.560555228265
16,-3442.2640800832305
17,2084.089935127413
18,-6089.593160824152
19,-822.6051997372415
20,7946.679957322078
21,-190.30703979288228
22,-3825.094960486749
23,-6296.218200484058
24,-5451.657607234782
25,-2018.669567817822
26,1650.008544873912
27,1956.694584506331
28,-860.9011020273902
29,-5495.405958511401
30,-365.88941561058164
31,12378.774518337334
32,-6283.391316455323
33,-4597.601317958441
34,-6414.633655363927
35,-3603.620864903787
36,548.5961756776087
37,7079.314154688967
38,-2562.7474960824475
39,-6875.836257237941
40,5915.483578184852
41,-175.71721253124997
42,-8733.976141715655
43,-16476.791231149342
44,13610.127387664746
45,-270.99189217947423
46,-10086.805698025739
47,9840.83230308583
48,-4548.089252887061
49,1370.0634822172578
50,-1886.0188602078706
51,3261.038019973319
52,2546.5313609479927
53,-4987.355061226292
54,53246.768916703295
55,13172.985446946463
56,10203.40191048989
57,8009.0844793054275
58,5884.819829243701
59,15850.869447217556
60,23545.955975802382
61,12544.371109812986
