,0
0,1735078.1116707234
1,1731980.373628546
2,1721218.5565503053
3,1712217.8084383851
4,1712072.1496461967
5,1722334.7349870706
6,1722726.8951740146
7,1722066.8338064828
8,1725918.130021029
9,1727887.8537222692
10,1724971.8930263577
11,1735218.2149678513
12,1737170.3043736944
13,1757452.298652841
14,1766420.830916402
15,1767899.0489789767
16,1765722.4884237484
17,1762280.2243436652
18,1764364.3142787926
19,1758274.7211179684
20,1757452.1159182312
21,1765398.7958755533
22,1765208.4888357604
23,1761383.3938752736
24,1755087.1756747896
25,1749635.5180675548
26,1747616.848499737
27,1749266.857044611
28,1751223.5516291172
29,1750362.6505270898
30,1744867.2445685784
31,1744501.3551529679
32,1756880.1296713052
33,1750596.7383548499
34,1745999.1370368914
35,1739584.5033815275
36,1735980.8825166237
37,1736529.4786923013
38,1743608.7928469903
39,1741046.0453509078
40,1734170.20909367
41,1740085.6926718547
42,1739909.9754593235
43,1731175.9993176078
44,1714699.2080864585
45,1728309.3354741232
46,1728038.3435819438
47,1717951.537883918
48,1727792.3701870039
49,1723244.2809341168
50,1724614.344416334
51,1722728.3255561262
52,1725989.3635760995
53,1728535.8949370475
54,1723548.5398758212
55,1776795.3087925245
56,1789968.294239471
57,1800171.6961499609
58,1808180.7806292663
59,1814065.60045851
60,1829916.4699057275
61,1853462.42588153
62,1866006.796991343
