,0
0,12301.470838264679
1,3289.2231162320822
2,-3234.252234976506
3,-12873.290841439972
4,7630.246802093228
5,-4777.349087142502
6,-13409.263588670641
7,-3532.793443851755
8,10321.13808581268
9,-299.3269275033381
10,4556.024160468369
11,-15293.375846558716
12,-10025.882584370323
13,12050.900176817551
14,18238.74777957273
15,2409.8014497319236
16,13982.389631697675
17,3422.3632848573616
18,9059.728159450577
19,-2625.361154618324
20,10276.400789009174
21,-4308.734574253904
22,-5399.683857779601
23,9332.800106957322
24,-4836.876966486801
25,-294.7598273215117
26,-259.8578463047743
27,-4301.149087626953
28,-13575.263259985251
29,-10452.412179186125
30,-19629.182838462642
31,17285.427919707494
32,-17497.811138958903
33,9038.622551310575
34,7837.210650843452
35,7308.025559467613
36,4346.117248359835
37,-247.15415875881445
38,16395.87538127834
39,-417.95109260454774
40,6477.392164983437
41,-4452.008215354639
42,4079.2859056150774
43,17094.31055402092
44,289.6047105125617
45,-1156.6629114022944
46,-8702.864392129588
47,-1966.4439377284143
48,9869.830031579942
49,-2027.4190425318666
50,9885.827076837886
51,45.08029999979772
52,-14047.174515523831
53,4643.832618048764
54,12415.383716349956
55,3591.3202022421174
56,148.34826816269197
57,-9805.208332494833
58,-3115.3175810421817
59,-12426.185197547078
60,-7861.713894912158
61,2781.3382469267817
62,1251.8930897967657
63,7146.440766326035
64,-1210.0759486430325
65,6251.90989790624
66,-15506.525064781541
67,1174.144330892479
68,-3262.4519189072307
69,-1463.7271593507612
70,6212.593113517156
71,5172.0537999081425
72,4628.635146232322
73,-2875.382683485397
74,-1943.1251250877976
75,-329.00965142960194
76,14901.98628770688
77,718.9492817856371
78,6865.244596024277
79,-3306.135532853892
80,3626.55077333143
81,-95534.57799426187
82,83130.44038322219
83,6112.392383143539
84,1738.7263293147553
85,-9733.807129110442
86,427.1463999999687
87,6505.505121947499
88,-15179.069999812404
89,-9660.357468080241
90,-10280.2423808811
91,2114.6360201399075
92,-2466.1964349147165
93,-5505.326409343164
94,-4253.006913243909
95,-5327.662635293789
96,11988.678246796713
97,16375.526550712413
98,-1421.9879919817904
99,-8810.57702119276
100,692.2628883091966
101,717.8747584624216
102,6099.975024037412
103,5257.908706334769
104,7588.781106122653
105,3053.69704382855
106,-5373.571880534757
107,8152.1760186974425
108,-1740.0999048892409
109,-415.44309435621835
110,-325.1848634383641
111,-2488.4970877899323
112,-968.6426670112414
113,-1408.4122670009965
114,10695.171038821572
115,4783.990340457531
116,-1745.790141174337
117,-9528.028920195298
118,1770.9220225580502
119,4143.1676366629545
120,-8229.453428429668
121,-2537.8255607998
122,4595.595275267609
123,7694.158834705362
124,6.6660762606188655
125,-738.4403339785058
126,9929.720754509559
127,-9.369163736468181
128,6500.470620017732
129,2120.1531091982033
130,2782.859280260047
131,-739.4877083634492
132,6293.886391240871
133,343.4957112679258
134,-789.1922407618258
135,8402.611794077791
136,1107.5152002684772
137,-13051.786804218544
138,-1983.3240455775522
139,6437.3230021265335
140,3719.5446012110915
141,1441.3282704737503
142,7782.898921758635
143,7.871635484276339
144,-10353.655474505154
145,4208.842958723428
146,5941.832272711676
147,-2401.731181757292
148,3646.0196153288707
149,-15912.854450393468
150,-5401.970985348104
151,-14486.738853936782
152,1061.4594244954642
153,17812.712262420682
154,3772.5802748589776
155,14372.485495688394
156,-6964.7846384388395
157,-10700.683595993789
158,-1761.8712479409296
159,-10561.67184306588
160,-9742.452279061778
161,-13939.516909148311
162,2043.1131056365557
163,1449.2894645406632
164,-2396.031923793489
165,3572.0388918850804
166,18038.980196287157
167,-4842.323513961164
168,483.5456000000704
169,-5072.609891586006
170,7570.495161314495
171,941.471638611285
172,-14582.688767010579
173,53.03613480948843
174,3118.974111852469
175,-2712.8590952970553
176,5795.024397273781
177,8377.78814078006
178,875.2605150679592
179,10530.521353653166
180,-1623.708312423667
181,4628.007949769963
182,1385.7552728087176
183,-3773.768435763428
184,-6541.384005168686
185,-3319.8728960785083
186,-2128.862466178136
187,7200.016657264903
188,-6786.504989004461
189,-14624.609915573616
190,-1140.5621695367154
191,-10701.833596149925
192,-800.1323963351315
193,590.1019545700401
194,-3168.353353491868
195,14765.980652222177
196,3943.855394914979
197,5093.9479825962335
198,-909.0663247003686
199,9425.223730247235
200,-785.9690392690245
201,-1306.4196557861287
202,-14941.724971063202
203,-1221.7749889530241
204,7779.849944075104
205,-4610.07027868391
206,15501.534835999599
207,6437.7929974303115
208,1886.5117428731173
209,-2309.017269760603
210,-3802.7145636479836
211,-343.0778522370383
212,5733.579447773052
213,12681.624250827357
214,-1585.9677011291496
215,4627.368374282494
216,-388.14240854326636
217,-1139.9142644857056
218,4113.125602971297
219,-10399.400482908823
220,-16650.19138016249
221,1321.7345753591508
222,2678.9404936935753
223,2793.7078862702474
224,9275.336125863716
225,-911.2778772010934
226,-4935.133275588276
227,-1063.4413795836736
228,-4405.733126976062
229,-6180.1008634602185
230,1875.3903398199473
231,1274.8186983950436
232,10527.77500720066
233,-8319.613683425589
234,-96.23596563958563
235,13744.031318637542
236,-2243.6251661235
237,7531.982877170667
238,368.29728732886724
239,-4449.351988435024
240,1754.8279781397432
241,-1233.403033311246
242,-1596.0980245326646
243,9060.213152065175
244,3576.74290565541
245,2829.9178470978513
246,-3373.6719112484716
247,3689.667093035998
248,8729.310730741825
249,1032.5184371329378
250,1944.8022848814726
251,-1714.9962403476238
252,12365.265211607097
253,2136.8224130228627
254,3448.2270492736716
255,1244.9955984959379
256,673.864566398086
257,-496.1049015803728
258,-2593.6355926017277
259,10617.097966501955
260,386.63916445849463
261,-3713.6193971903995
262,11165.572467756225
263,2175.3051924854517
264,3234.1129320096225
265,6138.10906196502
266,1409.5428082202561
267,-3206.662909424631
268,-314.02580753643997
269,-14222.619465244701
270,11027.97659065132
271,-2671.3755520477425
272,3325.198241340928
273,7013.00942022563
274,-1850.8959584385157
275,-7394.630843712483
276,1499.613914243644
277,1876.7515947287902
278,4422.871450143866
279,8377.822230564198
280,5879.056748832576
281,14130.465794904158
282,1480.261124400422
283,-2536.499400255736
284,-111.95823649712838
285,834.7560281998012
286,-1286.231398214586
287,-20949.761816726997
288,295.21260540536605
289,-21768.72662388906
290,2069.7687104223296
291,12693.478248085827
292,-3658.038688839413
293,4177.986226036446
294,-9169.101123420522
295,8866.584897679277
296,-939.5054672746919
297,-9726.194879782852
298,-881.4582005392294
299,-534.1515912192408
300,16321.954011302441
301,5151.731350413291
302,3089.1438214250375
303,-1732.157731561223
304,-3306.050440978259
305,-2045.1473297178745
306,-655.4620425612666
307,3222.4518339093775
308,4019.66553928121
309,-3090.4904000293463
310,-5545.052711887984
311,963.1882730145007
312,2902.312972619664
313,4998.6637004246
314,6571.611427456373
315,2453.844621108612
316,152.09613543748856
317,-11.337300000013784
318,1063.9883281404618
319,952.5563263315707
320,1270.5304551394656
321,3726.3202902700286
322,4362.194021495758
323,4661.88479855191
324,-1489.6247414697427
325,1475.6982181658968
326,-5987.743061766261
327,-5601.499953823164
328,531.1726520205848
329,1764.2638940555044
330,11797.814003202599
331,-489.3984338522423
332,4595.193534387276
333,-535.5164999999106
334,254.89275810262188
335,-7988.55591615499
336,-7007.4427867534105
337,-2364.354529410368
338,4254.126825548941
339,-5435.682313547237
340,5732.318209785502
341,2001.8203415654134
342,-13916.654474825133
343,8956.404133336386
344,10246.013056045631
345,-1873.702344054589
346,-699.6088342890143
347,-362.63691882858984
348,379.5686237178743
349,3442.3779142533895
350,-3602.829508233117
351,-4126.011658265255
352,4750.4366989352275
353,-606.5163700277917
354,-3684.776240537176
355,4447.351470108377
356,9443.91330877738
357,-3228.5769624351524
358,2131.9054000002798
359,-23411.213458200218
360,-2721.5676611328963
361,-200.9657846877817
362,14568.553364666877
363,277.9563565189019
364,-6882.076698022196
365,7582.343464361038
366,12571.05335140694
367,-41.46039146464318
368,-11288.188139238628
369,4440.84645861364
370,-5291.139924535295
371,-10851.885586116463
372,656.2906599873677
373,675.8102371313144
374,-15287.201078757178
375,-4547.947591694305
376,7009.534978352021
377,10070.561682038242
378,10220.889731904259
379,-1685.877848189557
380,1447.318555458216
381,6746.270813842537
382,1818.97124713636
383,-6221.123247744981
384,9242.980358847184
385,7702.807715457631
386,8061.899910914013
387,5044.596828465117
388,2695.082455678843
389,-659.7177038027439
390,2540.285471817944
391,-4618.0990387138445
392,639.4629786689766
393,-9495.187122722622
394,-12624.247906393837
395,3929.7177419676445
396,2610.1007774982136
397,5244.313872406259
398,-8174.112286468735
399,4191.812932153931
400,15346.347325130366
401,5678.521824970143
402,-403.3592392716091
403,3614.122873760294
404,2223.820842493791
405,-3856.9916287816595
406,9791.016142007895
407,-2661.341650827322
408,-14179.955399976112
409,-10574.30841473979
410,-9590.548019072274
411,3737.235433482332
412,8207.696959998691
413,7388.994363971753
414,-12957.533526048763
415,6261.589927611174
416,-12869.031298047863
417,-4366.560618768446
418,4346.995932888938
419,13504.145649549551
420,-206.20455175451934
421,-4772.330095270649
422,-9237.262042476563
