,0
0,1721897.8409661748
1,1724838.3145934343
2,1719280.665236375
3,1714706.6028524858
4,1714695.741313228
5,1720401.222658042
6,1719915.006401961
7,1720500.0251737642
8,1725036.4880392228
9,1723632.2695289208
10,1729598.9065424586
11,1734099.8509578907
12,1734133.6263237116
13,1735729.8786091825
14,1732302.8333737878
15,1734084.5787990126
16,1733791.140385955
17,1732062.0353192517
18,1731829.2403337942
19,1735743.821879642
20,1733986.6975259439
21,1733754.5453040614
22,1736325.7948409193
23,1734982.5294614772
24,1735668.4717370209
25,1738933.7386607428
26,1737808.815183269
27,1725772.4866946975
28,1726876.5508621328
29,1732434.7602386286
30,1735399.0013044043
31,1735376.4782224286
32,1735536.3432649088
33,1737539.3513658335
34,1737765.2968668742
35,1737791.422517445
36,1735094.8730760484
37,1735744.676555251
38,1741953.3147494297
39,1743500.92844464
40,1740789.7591339042
41,1739751.9621683422
42,1739170.902554602
43,1743338.5707508822
44,1742026.8490319764
45,1740508.8326806899
46,1743880.7845095752
47,1741070.6972260524
48,1737910.1058522402
49,1737411.2162045273
50,1741475.6896842557
51,1736009.5006792434
52,1734943.8326955186
53,1734095.0481966655
54,1736160.0326608196
55,1736260.2176377752
56,1731084.477921113
57,1738053.0605041971
58,1733069.9737370883
59,1735012.9687998195
60,1735676.9667681633
61,1735653.4212274905
62,1735053.8545054886
