,0
0,1615520.0814208605
1,1642789.73314485
2,1631340.591874198
3,1629258.3178141946
4,1631154.031886543
5,1626070.6461350126
6,1625714.6010496218
7,1633399.1318483278
8,1618073.2929789694
9,1604978.3074445275
10,1607648.016828612
11,1607674.6255527646
12,1616868.8088043327
13,1615205.0414366834
14,1609136.69894804
15,1605352.8864412
16,1584850.4018773967
17,1542163.2174862253
18,1534770.830209699
19,1539691.2181476569
20,1561087.468195101
21,1573262.713071954
22,1566213.4318684018
23,1548697.4439340627
24,1555387.7198270701
25,1549675.5550882148
26,1541319.1312276307
27,1540951.1019937175
28,1557876.2715121848
29,1542084.4376674904
30,1545188.3907428142
31,1546110.3541691464
32,1545388.7483496638
33,1550690.7877457484
34,1564412.1851911936
35,1559950.6239051376
36,1561255.1209236903
37,1559441.4080704467
38,1538561.7372358378
39,1537450.4814870344
40,1546050.7563108385
41,1540078.8923662556
42,1512465.1506824158
43,1509819.0571484643
44,1517801.1854506515
45,1516023.2620302844
46,1534377.2258716011
47,1548278.885294127
48,1550152.5111416455
49,1563489.647425626
50,1568508.543492017
51,1576114.176669608
52,1582056.649879529
53,1576414.8956841563
54,1575835.3792953733
55,1595529.6038932132
56,1594925.074097152
57,1590884.4113587944
58,1590709.5517942207
59,1580554.2617533568
60,1592884.7098668427
61,1593652.0834477234
62,1589674.8239626852
