,0
0,8276.522294413997
1,-2746.323289898224
2,6221.669205938932
3,-1587.830694311764
4,1376.250873704441
5,-2528.89271454094
6,-6853.195308415685
7,16860.92306904099
8,4415.071095834253
9,-1424.0197852142155
10,6661.571073779371
11,2243.542439542245
12,-270.2298087601084
13,13068.344553366536
14,-7080.894955710275
15,-6193.1202542060055
16,304.667560510803
17,-4420.823424439644
18,8874.863180551212
19,8765.675355490064
20,-324.6002873738762
21,3561.1625217953697
22,-1011.0667559965514
23,-6819.009655200178
24,-2068.7589452441316
25,1389.6708791453857
26,-2269.1355979994405
27,5156.36923834472
28,-5398.7351531276945
29,24330.66410336946
30,2038.3834930772427
31,16887.227268699557
32,13727.64681427856
33,-9366.813419316197
34,116.46022330946289
35,-15841.598691422492
36,7866.87734104367
37,-24409.205245650373
38,5175.523734967457
39,21642.62291890639
40,2664.582513403613
41,-4211.702746106777
42,-3381.0173000425566
43,9088.885548657738
44,4872.541494279169
45,-8712.946522723883
46,-8697.33460314083
47,1070.217297719093
48,14777.474772352492
49,15256.92445438332
50,3660.8399613937363
51,-2227.113602104364
52,2331.3383961357176
53,-7021.6951705941465
54,331.1844411112834
55,-2617.6519369608723
56,12695.09277681727
57,497.2299979443196
58,-4341.653339671204
59,-6064.089550244156
60,9604.44659361802
61,5214.179326338926
