,0
0,1208670.4023714208
1,1225421.0031469145
2,1244870.6302501352
3,1255749.4137216827
4,1244234.8563741597
5,1242752.6414108425
6,1222772.5815757667
7,1175343.1076040082
8,1183651.5153218827
9,1194904.3864313527
10,1224465.136256038
11,1210172.8387261524
12,1218717.9495584597
13,1197201.4084486545
14,1191065.90257002
15,1180449.8673395398
16,1200073.5968311364
17,1214542.9641748092
18,1214103.7778866235
19,1231786.6248764854
20,1240440.8361803053
21,1257722.4528352243
22,1250250.4833915897
23,1257907.2049401735
24,1247696.7334028396
25,1250745.632193718
26,1248360.9058609304
27,1236875.7568092209
28,1252367.844786287
29,1266625.0423083445
30,1260113.2811747396
31,1259511.0292264635
32,1282208.4342417822
33,1282758.506326081
34,1272034.5585348057
35,1255105.5193918245
36,1264621.5228222758
37,1277060.6893827494
38,1270126.9194835145
39,1264192.4474036223
40,1267325.2424359368
41,1251082.0841997198
42,1243203.9004126831
43,1253054.8437413254
44,1249230.5793684719
45,1251587.176479009
46,1251899.2821598563
47,1231949.3040545697
48,1223995.0244586999
49,1200524.8056271654
50,1200204.785859874
51,1187920.7048505766
52,1175495.545533743
53,1174326.1538616112
54,1205356.5454074817
55,1213601.2642562422
56,1258323.6396641633
57,1255431.4013493722
58,1256669.9419660124
59,1262625.1031809624
60,1265640.5485682213
61,1259467.3255298305
62,1247959.6649487007
