,0
0,1856250.1409265653
1,1850479.8362813375
2,1849111.0400293947
3,1855110.9530444741
4,1844157.990666437
5,1824647.9781313536
6,1801300.567340654
7,1813305.1918505307
8,1808809.0522774481
9,1818873.7263086438
10,1811990.8206406399
11,1830385.7660773583
12,1831373.6512661884
13,1827922.8629933367
14,1828244.4837834318
15,1818758.127369363
16,1812833.6927309665
17,1780669.7467567893
18,1795281.0016236675
19,1784815.1198734117
20,1792469.0624161619
21,1797234.661052495
22,1806057.4448553612
23,1822324.9924313542
24,1816291.3382867565
25,1827828.3567003799
26,1829292.3842615965
27,1846601.5918240196
28,1839131.0207916254
29,1827617.1539995398
30,1834020.2963325216
31,1814949.7815966082
32,1797240.742575809
33,1777766.8659907358
34,1753875.6750134206
35,1740213.9905932124
36,1748986.7127595583
37,1729450.6037670637
38,1743813.198020767
39,1754263.3307454053
40,1748840.8406705924
41,1748849.4763110857
42,1733479.8665375523
43,1745382.9173075915
44,1733158.8920489757
45,1715701.8458426904
46,1730313.9752453493
47,1735985.5986997008
48,1725739.5398353485
49,1718463.9329720568
50,1697418.6004645294
51,1728067.325514535
52,1725066.9681042724
53,1726785.6556791954
54,1737467.258256569
55,1728702.8757164474
56,1729254.6524064005
57,1748110.8411357524
58,1753591.7375218547
59,1749365.0492264521
60,1724092.4396801193
61,1706754.6398019001
62,1718831.146579012
